Facility ID,Facility Name,Address,City,State,ZIP Code,Location
154019,MADISON STATE HOSPITAL,711 GREEN RD,MADISON,IN,47250,POINT (-85.401937 38.761664)
450236,CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,115 AIRPORT RD,SULPHUR SPRINGS,TX,75482,POINT (-95.599648 33.15622)
140067,SAINT FRANCIS MEDICAL CENTER,530 NE GLEN OAK AVE,PEORIA,IL,61637,POINT (-89.589985 40.702366)
50129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,POINT (-117.27876 34.134331)
310069,INSPIRA MEDICAL CENTER ELMER,501 WEST FRONT STREET,ELMER,NJ,8318,POINT (-75.179457 39.588142)
100025,SACRED HEART HOSPITAL,5151 N 9TH AVE,PENSACOLA,FL,32504,POINT (-87.210986 30.475588)
220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,POINT (-71.341323 42.646307)
150002,METHODIST HOSPITALS INC,600 GRANT ST,GARY,IN,46402,POINT (-87.357023 41.599436)
251323,SCOTT REGIONAL HOSPITAL CAH,317 HIGHWAY 13 SOUTH,MORTON,MS,39117,POINT (-89.671295 32.344625)
180016,JEWISH HOSPITAL - SHELBYVILLE,727 HOSPITAL DRIVE,SHELBYVILLE,KY,40065,POINT (-85.236145 38.208808)
193300,CHILDRENS HOSPITAL,200 HENRY CLAY AVE,NEW ORLEANS,LA,70118,POINT (-90.127131 29.917396)
254007,BRENTWOOD BEHAVIORAL HEALTHCARE OF MS,3531 EAST LAKELAND DRIVE,FLOWOOD,MS,39232,POINT (-90.100842 32.3338)
390080,JEANES HOSPITAL,7600 CENTRAL AVENUE,PHILADELPHIA,PA,19111,POINT (-75.086551 40.069071)
264005,SOUTHEAST MISSOURI MENTAL HLTH CTR,1010 WEST COLUMBIA STREET,FARMINGTON,MO,63640,POINT (-90.434904 37.775501)
170103,NEWTON MEDICAL CENTER,600 MEDICAL CENTER DRIVE,NEWTON,KS,67114,POINT (-97.33654 38.023034)
511300,"BROADDUS HOSPITAL ASSOCIATION, INC",1 HEALTHCARE DRIVE MANSFIELD HILL,PHILIPPI,WV,26416,POINT (-80.044091 39.152887)
440091,"MEMORIAL HEALTHCARE SYSTEM, INC",2525 DESALES AVE,CHATTANOOGA,TN,37404,POINT (-85.261129 35.040037)
270032,NORTHERN MONTANA HOSPITAL,30 13TH ST,HAVRE,MT,59501,POINT (-109.686363 48.539326)
171341,HIAWATHA COMMUNITY HOSPITAL,300 UTAH STREET,HIAWATHA,KS,66434,POINT (-95.531157 39.851819)
281335,CALLAWAY DISTRICT HOSPITAL,"P O BOX 100, 211 E KIMBALL",CALLAWAY,NE,68825,
110128,MEADOWS REGIONAL MEDICAL CENTER,ONE MEADOWS PARKWAY,VIDALIA,GA,30474,
364007,TWIN VALLEY BEHAVIORAL HEALTHCARE,2200 WEST BROAD STREET,COLUMBUS,OH,43223,POINT (-83.058562 39.955726)
454064,RIVER CREST HOSP,1636 HUNTERS GLEN ROAD,SAN ANGELO,TX,76901,POINT (-100.511315 31.447038)
451366,COCHRAN MEMORIAL HOSPITAL,205 E GRANT STREET,MORTON,TX,79346,POINT (-102.758075 33.719294)
310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,ONE ROBERT WOOD JOHNSON PLACE,NEW BRUNSWICK,NJ,8901,
190111,"WILLIS KNIGHTON MEDICAL CENTER, INC",2600 GREENWOOD ROAD,SHREVEPORT,LA,71103,POINT (-93.778748 32.483923)
450780,METHODIST AMBULATORY SURGERY HOSPITAL NW,9150 HUEBNER RD SUITE 100,SAN ANTONIO,TX,78240,POINT (-98.595995 29.527605)
371328,ARBUCKLE MEMORIAL HOSPITAL,2011 WEST BROADWAY,SULPHUR,OK,73086,POINT (-96.996005 34.506333)
360192,UH GEAUGA MEDICAL CENTER,13207 RAVENNA RD,CHARDON,OH,44024,POINT (-81.19362 41.508925)
640001,LBJ TROPICAL MEDICAL CENTER,"FAGAALU VILLAGE, P O BOX LBJ",PAGO PAGO,AS,96799,
351304,CHI ST ALEXIUS HEALTH TURTLE LAKE,220 5TH AVE W,TURTLE LAKE,ND,58575,POINT (-100.894442 47.517925)
140043,CGH MEDICAL CENTER,100 EAST LEFEVRE ROAD,STERLING,IL,61081,POINT (-89.696733 41.801564)
250072,MERIT HEALTH CENTRAL,1850 CHADWICK DR,JACKSON,MS,39204,POINT (-90.255755 32.286929)
154057,OPTIONS BEHAVIORAL HEALTH SYSTEM,5602 CAITO DRIVE,INDIANAPOLIS,IN,46226,POINT (-86.043422 39.856135)
510046,PRINCETON COMMUNITY HOSPITAL,122 12TH STREET,PRINCETON,WV,24740,POINT (-81.113097 37.362458)
161314,GUTHRIE COUNTY HOSPITAL,710 NORTH 12TH STREET,GUTHRIE CENTER,IA,50115,POINT (-94.494399 41.683666)
670118,FIRST TEXAS HOSPITAL,9922 LOUETTA RD,HOUSTON,TX,77070,POINT (-95.560868 30.000839)
240053,PARK NICOLLET METHODIST HOSPITAL,6500 EXCELSIOR BLVD,SAINT LOUIS PARK,MN,55426,POINT (-93.362391 44.927054)
140155,PRESENCE ST MARYS HOSPITAL,500 W COURT ST,KANKAKEE,IL,60901,POINT (-87.871768 41.121113)
370100,CHOCTAW MEMORIAL HOSPITAL,1405 EAST KIRK ROAD,HUGO,OK,74743,POINT (-95.497022 34.011638)
400132,DOCTOR CENTER HOSPITAL SAN FERNANDO DE LA CAROLINA,EDIF JESUS T PINEIRO AVE FERNANDEZ JUNCOS BO PUEBL,CAROLINA,PR,979,
390049,ST LUKE'S HOSPITAL BETHLEHEM,801 OSTRUM STREET,BETHLEHEM,PA,18015,POINT (-75.392507 40.608697)
50776,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,CA,90806,POINT (-118.193721 33.807201)
360351,CRYSTAL CLINIC ORTHOPAEDIC CENTER,444 NORTH MAIN STREET,AKRON,OH,44310,POINT (-81.512155 41.09707)
131326,CASSIA REGIONAL HOSPITAL,1501 HILAND AVENUE,BURLEY,ID,83318,POINT (-113.783419 42.534204)
60030,MCKEE MEDICAL CENTER,2000 BOISE AVE,LOVELAND,CO,80538,POINT (-105.053599 40.413679)
260113,MISSOURI DELTA MEDICAL CENTER,1008 NORTH MAIN ST,SIKESTON,MO,63801,POINT (-89.584346 36.889048)
490129,CAPITAL HOSPICE,4715 NORTH 15 STREET,ARLINGTON,VA,22205,POINT (-77.121669 38.887941)
100253,JUPITER MEDICAL CENTER,1210 S OLD DIXIE HWY,JUPITER,FL,33458,POINT (-80.094539 26.922824)
453309,HEALTHBRIDGE CHILDRENS'S HOSPITAL OF HOUSTON,2929 WOODLAND PARK DRIVE,HOUSTON,TX,77082,POINT (-95.580593 29.732317)
80004,"BAYHEALTH HOSPITAL, KENT CAMPUS",640 S STATE STREET,DOVER,DE,19901,POINT (-75.522327 39.150687)
300005,LAKES REGION GENERAL HOSPITAL,80 HIGHLAND ST,LACONIA,NH,3246,POINT (-71.460771 43.528103)
381309,LAKE DISTRICT HOSPITAL,700 SOUTH J STREET,LAKEVIEW,OR,97630,POINT (-120.351437 42.181583)
141301,KIRBY MEDICAL CENTER,1000 MEDICAL CENTER DRIVE,MONTICELLO,IL,61856,POINT (-88.56377 40.060163)
250079,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,47 SOUTH FOURTH ST,ROLLING FORK,MS,39159,POINT (-90.884989 32.905373)
170016,UNIVERSITY OF KANSAS HEALTH SYSTEM - ST FRANCIS CAMPUS,1700 SW 7TH STREET,TOPEKA,KS,66606,POINT (-95.696692 39.056107)
100256,REGIONAL MEDICAL CENTER BAYONET POINT,14000 FIVAY RD,HUDSON,FL,34667,POINT (-82.690148 28.360743)
50567,MISSION HOSPITAL REGIONAL MED CENTER,27700 MEDICAL CENTER RD,MISSION VIEJO,CA,92691,
210028,MEDSTAR SAINT MARY'S HOSPITAL,25500 POINT LOOKOUT ROAD,LEONARDTOWN,MD,20650,POINT (-76.640383 38.299239)
224031,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,830 COUNTY ROAD,POCASSET,MA,2559,POINT (-70.600844 41.689318)
210037,UMD SHORE MEDICAL CENTER AT EASTON,219 SOUTH  WASHINGTON STREET,EASTON,MD,21601,POINT (-76.075825 38.769655)
230013,PONTIAC GENERAL HOSPITAL,461 W HURON ST,PONTIAC,MI,48341,POINT (-83.309475 42.635679)
231317,SPECTRUM HEALTH KELSEY HOSPITAL,418 WASHINGTON,LAKEVIEW,MI,48850,POINT (-85.278516 43.4411)
50042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,96080,POINT (-122.218303 40.148834)
461300,DELTA COMMUNITY HOSPITAL,126 SOUTH WHITE SAGE AVENUE,DELTA,UT,84624,POINT (-112.560023 39.350294)
150044,BAPTIST HEALTH FLOYD,1850 STATE ST,NEW ALBANY,IN,47150,POINT (-85.83508 38.300506)
140184,HEARTLAND REGIONAL MEDICAL CENTER,3333 W DEYOUNG,MARION,IL,62959,POINT (-88.988848 37.744891)
100113,UF HEALTH SHANDS HOSPITAL,1600 SW ARCHER RD,GAINESVILLE,FL,32610,POINT (-82.343325 29.639223)
194095,OCEANS BEHAVIORAL HOSPITAL OF OPELOUSAS,1310 HEATHER DRIVE,OPELOUSAS,LA,70570,POINT (-92.073069 30.508639)
61316,SPANISH PEAKS REGIONAL HEALTH CENTER,23500 US HWY 160,WALSENBURG,CO,81089,POINT (-104.819786 37.607688)
351324,CHI MERCY HEALTH,570 CHAUTAUQUA BLVD,VALLEY CITY,ND,58072,POINT (-97.994908 46.928492)
161342,MONROE COUNTY HOSPITAL,6580 165TH STREET,ALBIA,IA,52531,POINT (-92.796475 41.044838)
371320,CLEVELAND AREA HOSPITAL,1401 WEST PAWNEE,CLEVELAND,OK,74020,POINT (-96.481121 36.309882)
280032,MARY LANNING HEALTHCARE,715 N ST JOSEPH AVE,HASTINGS,NE,68901,POINT (-98.387474 40.592416)
370028,"INTEGRIS BAPTIST MEDICAL CENTER, INC",3300 NORTHWEST EXPRESSWAY,OKLAHOMA CITY,OK,73112,POINT (-97.57455 35.52996)
161307,HANCOCK COUNTY HEALTH SYSTEM,532 1ST ST NW,BRITT,IA,50423,POINT (-93.806993 43.097818)
280020,CHI HEALTH ST. ELIZABETH,555 SOUTH 70TH ST,LINCOLN,NE,68510,POINT (-96.625179 40.807609)
670043,CEDAR PARK REGIONAL MEDICAL CENTER,1401 MEDICAL PARKWAY,CEDAR PARK,TX,78613,POINT (-97.812824 30.531124)
230024,SINAI-GRACE HOSPITAL,6071 W OUTER DRIVE,DETROIT,MI,48235,POINT (-83.181471 42.420102)
10085,DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,1201 7TH STREET SE,DECATUR,AL,35601,POINT (-86.972621 34.591168)
450891,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY,6020 W PARKER ROAD,PLANO,TX,75093,POINT (-96.832226 33.045103)
220126,NORWOOD HOSPITAL,800 WASHINGTON STREET,NORWOOD,MA,2062,POINT (-71.20264 42.189462)
380005,ASANTE ASHLAND COMMUNITY HOSPITAL,280 MAPLE STREET,ASHLAND,OR,97520,POINT (-122.725129 42.206445)
180095,CRITTENDEN COMMUNITY HOSPITAL,520 WEST GUM STREET,MARION,KY,42064,POINT (-88.091945 37.329616)
451354,HAMILTON HOSPITAL,901 WEST HAMILTON,OLNEY,TX,76374,POINT (-98.76463 33.369669)
201307,MILLINOCKET REGIONAL HOSPITAL,200 SOMERSET STREET,MILLINOCKET,ME,4462,POINT (-68.715076 45.652729)
501319,ARBOR HEALTH MORTON HOSPITAL,521 ADAMS STREET,MORTON,WA,98356,POINT (-122.279878 46.555953)
231334,PROMEDICA HERRICK HOSPITAL,500 E POTTAWATAMIE STREET,TECUMSEH,MI,49286,POINT (-83.93755 42.002909)
400022,HOSPITAL DAMAS INC,PONCE BY PASS #2213,PONCE,PR,717,
244011,COMMUNITY BEHAVIORAL HEALTH HOSPITAL ANNANDALE,400 ANNANDALE BOULEVARD,ANNANDALE,MN,55302,POINT (-94.101386 45.254576)
50008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,POINT (-122.434696 37.769114)
450272,CENTRAL TEXAS MEDICAL CENTER,1301 WONDER WORLD DRIVE,SAN MARCOS,TX,78666,POINT (-97.947738 29.852359)
110031,WELLSTAR SPALDING REGIONAL HOSPITAL,601 SOUTH 8TH STREET,GRIFFIN,GA,30223,POINT (-84.265671 33.239215)
241364,COMMUNITY MEMORIAL HOSPITAL,512 SKYLINE BOULEVARD,CLOQUET,MN,55720,POINT (-92.462459 46.731844)
10051,GREENE COUNTY HOSPITAL,509 WILSON AVENUE,EUTAW,AL,35462,POINT (-87.889307 32.844744)
451370,TMC- BONHAM HOSPITAL,504 LIPSCOMB STREET,BONHAM,TX,75418,POINT (-96.167479 33.57813)
150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,1515 N MADISON AVE,ANDERSON,IN,46011,POINT (-85.691569 40.130781)
521336,HAYWARD AREA MEMORIAL HOSPITAL,11040 N STATE RD 77,HAYWARD,WI,54843,POINT (-91.488465 46.0354)
520097,ST MARY'S HOSPITAL MEDICAL CENTER,1726 SHAWANO AVE,GREEN BAY,WI,54303,POINT (-88.066561 44.532184)
150051,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,601 W SECOND ST,BLOOMINGTON,IN,47403,POINT (-86.540528 39.161402)
451372,MULESHOE AREA MEDICAL CENTER,708 S 1ST ST,MULESHOE,TX,79347,POINT (-102.728458 34.221029)
340114,REX HOSPITAL,4420 LAKE BOONE TRAIL,RALEIGH,NC,27607,POINT (-78.705032 35.815458)
431326,MILBANK AREA HOSPITAL/AVERA HEALTH,301 FLYNN DRIVE,MILBANK,SD,57252,
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,7201 N UNIVERSITY DR,TAMARAC,FL,33321,POINT (-80.252543 26.211385)
110111,UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER,2460 WASHINGTON ROAD,THOMSON,GA,30824,POINT (-82.504478 33.523226)
40153,WADLEY REGIONAL MEDICAL CENTER AT HOPE,2001 SOUTH MAIN,HOPE,AR,71801,POINT (-93.587052 33.648008)
30093,BANNER DEL E. WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,SUN CITY WEST,AZ,85375,POINT (-112.371939 33.658307)
54078,AURORA LAS ENCINAS HOSPITAL,2900 E DEL MAR BLVD,PASADENA,CA,91107,POINT (-118.091435 34.142166)
50103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,
340004,HIGH POINT REGIONAL HEALTH SYSTEM,601 N ELM ST,HIGH POINT,NC,27261,POINT (-80.012027 35.962486)
340073,DUKE HEALTH RALEIGH HOSPITAL,3400 WAKE FOREST RD,RALEIGH,NC,27609,POINT (-78.619549 35.828998)
404005,SAN JUAN CAPESTRANO  HOSPITAL INC,CARR 877 KM 1 6 CAMINO LAS LOMAS RR2,RIO PIEDRAS,PR,928,
271324,PONDERA MEDICAL CENTER,805 SUNSET BLVD,CONRAD,MT,59425,POINT (-111.958677 48.173917)
330195,NS/LIJ HS LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,
50180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,WALNUT CREEK,CA,94598,POINT (-122.042071 37.914297)
391314,TITUSVILLE HOSPITAL,406 WEST OAK STREET,TITUSVILLE,PA,16354,POINT (-79.67972 41.6332)
450670,HCA HOUSTON HEALTHCARE TOMBALL,605 HOLDERRIETH,TOMBALL,TX,77375,POINT (-95.623985 30.088703)
271312,PHILLIPS COUNTY HOSPITAL - CAH,311 S 8TH AVE E,MALTA,MT,59538,POINT (-107.860356 48.357098)
453314,TEXAS SCOTTISH RITE HOSPITAL FOR CHILDREN,2222 WELBORN STREET,DALLAS,TX,75219,POINT (-96.813357 32.803251)
460030,ASHLEY REGIONAL MEDICAL CENTER,150 WEST 100 NORTH,VERNAL,UT,84078,POINT (-109.530464 40.45779)
160146,ST LUKES REGIONAL MEDICAL CENTER,2720 STONE PARK BOULEVARD,SIOUX CITY,IA,51104,POINT (-96.406029 42.5186)
31304,PAGE HOSPITAL,501 NORTH NAVAJO DRIVE,PAGE,AZ,86040,POINT (-111.463186 36.91696)
320018,MEMORIAL MEDICAL CENTER,2450 SOUTH TELSHOR BLVD,LAS CRUCES,NM,88011,POINT (-106.735018 32.291993)
190133,ALLEN PARISH HOSPITAL,108 6TH AVENUE,KINDER,LA,70648,POINT (-92.855648 30.491453)
390211,SHARON REGIONAL HEALTH SYSTEM,740 EAST STATE STREET,SHARON,PA,16146,POINT (-80.495497 41.233009)
170145,"COFFEYVILLE REGIONAL MEDICAL CENTER, INC",1400 W 4TH ST,COFFEYVILLE,KS,67337,POINT (-95.638346 37.040399)
370199,"LAKESIDE WOMEN'S HOSPITAL, A MEMBER OF INTEGRIS HE",11200 NORTH PORTLAND AVENUE,OKLAHOMA CITY,OK,73120,POINT (-97.585019 35.583651)
10108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,AL,36067,POINT (-86.450936 32.464423)
524041,WILLOW CREEK BEHAVIORAL HEALTH,1351 ONTARIO RD,GREEN BAY,WI,54311,POINT (-87.927735 44.475809)
190256,STERLING SURGICAL HOSPITAL,989 ROBERT BLVD,SLIDELL,LA,70458,POINT (-89.769402 30.29078)
361306,MERCY ALLEN HOSPITAL,200 WEST LORAIN STREET,OBERLIN,OH,44074,POINT (-82.224384 41.294219)
21309,BRISTOL BAY AREA HEALTH CORPORATION,P O BOX 130,DILLINGHAM,AK,99576,
53300,VALLEY CHILDREN'S HOSPITAL,9300 VALLEY CHILDRENS PLACE,MADERA,CA,93636,POINT (-119.800266 36.884502)
291307,MESA VIEW REGIONAL HOSPITAL,1299 BERTHA HOWE AVENUE,MESQUITE,NV,89027,POINT (-114.114456 36.808859)
50222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,POINT (-117.02399 32.618448)
440185,TENNOVA HEALTH CARE-CLEVELAND,2305 CHAMBLISS AVE NW,CLEVELAND,TN,37311,POINT (-84.868591 35.176743)
360107,BELLEVUE HOSPITAL,1400 WEST MAIN STREET,BELLEVUE,OH,44811,POINT (-82.882559 41.28508)
250117,HIGHLAND COMMUNITY  HOSPITAL,130 HIGHLAND PKWY,PICAYUNE,MS,39466,POINT (-89.665422 30.552471)
330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,NY,14215,POINT (-78.829151 42.927236)
30117,VALLEY VIEW MEDICAL CENTER,5330 SOUTH HIGHWAY 95,FORT MOHAVE,AZ,86426,POINT (-114.597954 35.002363)
240019,ESSENTIA HEALTH DULUTH,502 EAST SECOND STREET,DULUTH,MN,55805,POINT (-92.094155 46.793074)
360002,UNIVERSITY HOSPITALS SAMARITAN MEDICAL CENTER,1025 CENTER ST,ASHLAND,OH,44805,POINT (-82.310413 40.858702)
30055,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86409,POINT (-114.035813 35.219907)
301304,NEW LONDON HOSPITAL,273 COUNTY ROAD,NEW LONDON,NH,3257,POINT (-72.001493 43.420929)
131317,BENEWAH COMMUNITY HOSPITAL,229 SOUTH 7TH STREET,ST MARIES,ID,83861,POINT (-116.566678 47.314613)
501321,NORTH VALLEY HOSPITAL,203 SOUTH WESTERN,TONASKET,WA,98855,POINT (-119.439597 48.706819)
231312,SHERIDAN COMMUNITY HOSPITAL,301 N MAIN ST,SHERIDAN,MI,48884,POINT (-85.073566 43.215444)
261333,PIKE COUNTY MEMORIAL HOSPITAL,2305 WEST GEORGIA STREET,LOUISIANA,MO,63353,POINT (-91.065383 39.441679)
171356,ST LUKE HOSPITAL & LIVING CENTER,535 SOUTH FREEBORN,MARION,KS,66861,POINT (-97.010014 38.342708)
390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,1000 EAST MOUNTAIN BOULEVARD,WILKES BARRE,PA,18711,POINT (-75.811717 41.256997)
471302,MT ASCUTNEY HOSPITAL,289 COUNTY ROAD,WINDSOR,VT,5089,POINT (-72.40091 43.487522)
360027,AKRON GENERAL MEDICAL CENTER,1 AKRON GENERAL AVENUE,AKRON,OH,44307,POINT (-81.532787 41.077859)
450431,ST DAVID'S MEDICAL CENTER,919 E 32ND ST,AUSTIN,TX,78705,POINT (-97.72587 30.290447)
511321,ST JOSEPH'S HOSPITAL,1 AMALIA DRIVE,BUCKHANNON,WV,26201,POINT (-80.236824 38.991275)
531304,HOT SPRINGS COUNTY MEMORIAL HOSPITAL,150 EAST ARAPAHOE,THERMOPOLIS,WY,82443,POINT (-108.19959 43.647432)
150165,FRANCISCAN HEALTH MUNSTER,701 SUPERIOR AVE,MUNSTER,IN,46321,POINT (-87.512328 41.537258)
201302,LINCOLNHEALTH,35 MILES STREET,DAMARISCOTTA,ME,4543,POINT (-69.527164 44.026199)
381304,SOUTHERN COOS HOSPITAL & HEALTH CENTER,900 11TH STREET SE,BANDON,OR,97411,POINT (-124.402426 43.113244)
60132,UCHEALTH HIGHLANDS RANCH HOSPITAL,1500 PARK CENTRAL DR,HIGHLANDS RANCH,CO,80129,POINT (-105.004228 39.552776)
334065,WESTERN NY CHILDRENS PSYCHIATRIC CENTER,1010 EAST & WEST ROAD,WEST SENECA,NY,14224,POINT (-78.753473 42.827347)
50248,NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BOULEVARD,SALINAS,CA,93906,POINT (-121.63124 36.695472)
324010,"BHC MESILLA VALLEY HOSPITAL, LLC",3751 DEL REY BOULEVARD,LAS CRUCES,NM,88012,POINT (-106.771156 32.357146)
490066,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,100 SENTARA CIRCLE,WILLIAMSBURG,VA,23188,POINT (-76.742161 37.335033)
70017,MIDSTATE MEDICAL CENTER,435 LEWIS AVENUE,MERIDEN,CT,6450,POINT (-72.803878 41.550036)
520030,ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,WAUSAU,WI,54401,POINT (-89.666372 44.964503)
340071,BETSY JOHNSON REGIONAL HOSPITAL,800 TILGHMAN DR,DUNN,NC,28334,POINT (-78.633088 35.306555)
330245,ST ELIZABETH MEDICAL CENTER,2209 GENESEE STREET,UTICA,NY,13501,POINT (-75.267158 43.083646)
464013,SALT LAKE BEHAVIORAL HEALTH,3802 SOUTH 700 EAST,SALT LAKE CITY,UT,84106,POINT (-111.871388 40.687904)
70008,JOHNSON MEMORIAL HOSPITAL,201 CHESTNUT HILL ROAD,STAFFORD SPRINGS,CT,6076,
500058,KADLEC REGIONAL MEDICAL CENTER,888 SWIFT BLVD,RICHLAND,WA,99352,POINT (-119.281121 46.280462)
363305,NATIONWIDE CHILDREN'S HOSPITAL,700 CHILDREN'S DRIVE,COLUMBUS,OH,43205,POINT (-82.979124 39.952367)
241358,CASS LAKE INDIAN HEALTH SERVICES HOSPITAL,425 7TH STREET NW,CASS LAKE,MN,56633,POINT (-94.609515 47.384094)
450639,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,1600 HOSPITAL PARKWAY,BEDFORD,TX,76022,POINT (-97.125241 32.833513)
234026,KALAMAZOO REGIONAL PSYCHIATRIC HOSPITAL,1312 OAKLAND DR,KALAMAZOO,MI,49008,POINT (-85.602113 42.278391)
371310,"MERCY HOSPITAL HEALDTON, INC.",3462 HOSPITAL RD,HEALDTON,OK,73438,POINT (-97.492178 34.222991)
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,AL,35555,POINT (-87.823706 33.707708)
100319,ADVENTHEALTH WESLEY CHAPEL,2600 BRUCE B DOWNS BLVD,WESLEY CHAPEL,FL,33544,POINT (-82.353402 28.193718)
490111,WYTHE COUNTY COMMUNITY HOSPITAL,600 WEST RIDGE ROAD,WYTHEVILLE,VA,24382,POINT (-81.095069 36.953297)
151325,ST. MARY'S WARRICK HOSPITAL INC,1116 MILLIS AVE,BOONVILLE,IN,47601,POINT (-87.263374 38.041356)
281363,COMMUNITY HOSPITAL,"P O BOX 1328, 1301 EAST H ST",MCCOOK,NE,69001,
210006,UNIVERSITY OF MD HARFORD MEMORIAL HOSPITAL,501 SOUTH  UNION AVENUE,HAVRE DE GRACE,MD,21078,POINT (-76.091528 39.54348)
223302,BOSTON CHILDREN'S HOSPITAL,300 LONGWOOD AVENUE,BOSTON,MA,2115,POINT (-71.104783 42.337629)
450196,PARIS REGIONAL MEDICAL CENTER,820 CLARKSVILLE ST,PARIS,TX,75460,POINT (-95.547478 33.66039)
250060,JEFFERSON COUNTY HOSPITAL,870 S MAIN,FAYETTE,MS,39069,
431337,AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC,300 W 5TH ST,MILLER,SD,57362,POINT (-98.992044 44.520623)
231322,CHARLEVOIX AREA HOSPITAL,14700 LAKESHORE DRIVE,CHARLEVOIX,MI,49720,
314016,GREYSTONE PARK PSYCH HOSP,59 KOCH AVENUE,GREYSTONE PARK,NJ,7950,
454108,CYPRESS CREEK HOSPITAL,17750 CALI DRIVE,HOUSTON,TX,77090,POINT (-95.445783 30.024186)
240063,ST JOSEPH'S HOSPITAL,45 WEST 10TH STREET,SAINT PAUL,MN,55102,POINT (-93.100127 44.949062)
290007,UNIVERSITY MEDICAL CENTER,1800 W CHARLESTON BLVD,LAS VEGAS,NV,89102,POINT (-115.165945 36.158941)
190151,RICHARDSON MEDICAL CENTER,254 HIGHWAY 3048,RAYVILLE,LA,71269,POINT (-91.747879 32.463973)
420089,EAST COOPER MEDICAL CENTER,2000 HOSPITAL DR,MOUNT PLEASANT,SC,29464,POINT (-79.849613 32.820997)
10018,CALLAHAN EYE HOSPITAL,"1720 UNIVERSITY BLVD, SUITE 500",BIRMINGHAM,AL,35233,POINT (-86.802401 33.503137)
180009,KING'S DAUGHTERS' MEDICAL CENTER,2201 LEXINGTON AVENUE,ASHLAND,KY,41101,POINT (-82.635916 38.470401)
10157,SHOALS HOSPITAL,201 WEST AVALON AVENUE,MUSCLE SHOALS,AL,35661,POINT (-87.676511 34.744941)
104070,PORT ST LUCIE HOSPITAL,2550 SE WALTON RD,PORT SAINT LUCIE,FL,34952,POINT (-80.27091 27.298791)
290045,SAINT ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,3001 ST ROSE PARKWAY,HENDERSON,NV,89052,
150074,COMMUNITY HOSPITAL EAST,1500 N RITTER AVE,INDIANAPOLIS,IN,46219,POINT (-86.073803 39.787241)
161357,PALO ALTO COUNTY HOSPITAL,3201 1ST STREET,EMMETSBURG,IA,50536,POINT (-94.691343 43.119191)
390180,CROZER CHESTER MEDICAL CENTER,ONE MEDICAL CENTER BOULEVARD,UPLAND,PA,19013,
670102,"AD HOSPITAL EAST, LLC","12950 EAST FREEWAY, SUITE 100",HOUSTON,TX,77015,POINT (-95.200782 29.771136)
194069,COVINGTON BEHAVIORAL HEALTH,201 GREENBRIAR BLVD,COVINGTON,LA,70433,POINT (-90.136647 30.456713)
330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10065,POINT (-73.954335 40.76415)
241303,SANFORD TRACY,251 FIFTH STREET EAST,TRACY,MN,56175,POINT (-95.60675 44.232237)
